Date,High,Low,Open,Close,Volume,Adj Close
2020-09-21,274.2200012207031,266.3999938964844,269.1000061035156,273.82000732421875,9076400,273.82000732421875
2020-09-22,276.32000732421875,270.04998779296875,276.0199890136719,275.2900085449219,9673300,275.2900085449219
2020-09-23,277.8299865722656,271.5,275.3999938964844,272.95001220703125,7353200,272.95001220703125
2020-09-24,271.25,267.3340148925781,267.92999267578125,269.7300109863281,9562100,269.7300109863281
2020-09-25,271.80999755859375,264.55999755859375,267.57000732421875,271.0899963378906,11466600,271.0899963378906
2020-09-28,278.8399963378906,274.1990051269531,275.5299987792969,276.010009765625,8761700,276.010009765625
2020-09-29,279.29998779296875,274.8999938964844,275.42999267578125,276.92999267578125,7673300,276.92999267578125
2020-09-30,295.0,283.7099914550781,284.010009765625,293.9800109863281,24777700,293.9800109863281
2020-10-01,295.5899963378906,288.25,295.260009765625,290.04998779296875,16304000,290.04998779296875
2020-10-02,291.97900390625,286.510009765625,286.6199951171875,288.1700134277344,11482800,288.1700134277344
2020-10-05,290.0,284.8800048828125,289.05999755859375,288.2699890136719,17876400,288.2699890136719
2020-10-06,296.8399963378906,286.9100036621094,287.4100036621094,292.3900146484375,15860400,292.3900146484375
2020-10-07,299.510009765625,292.8699951171875,297.989990234375,296.5,16669300,296.5
2020-10-08,302.29998779296875,295.4410095214844,298.1099853515625,300.5400085449219,15105800,300.5400085449219
2020-10-09,302.6099853515625,297.739990234375,298.54998779296875,299.739990234375,11442200,299.739990234375
2020-10-12,309.6400146484375,301.2850036621094,303.95001220703125,306.3399963378906,14780100,306.3399963378906
2020-10-13,310.010009765625,303.0299987792969,306.3599853515625,308.7799987792969,10898500,308.7799987792969
2020-10-14,309.9599914550781,300.79998779296875,309.0,301.0400085449219,15157800,301.0400085449219
2020-10-15,299.8630065917969,292.6099853515625,293.79998779296875,299.4599914550781,9709900,299.4599914550781
2020-10-16,310.0,302.95001220703125,303.989990234375,307.30999755859375,12338000,307.30999755859375
2020-10-19,313.80999755859375,303.4100036621094,309.8900146484375,305.2900085449219,14107300,305.2900085449219
2020-10-20,311.79998779296875,307.05999755859375,307.6000061035156,309.80999755859375,8806100,309.80999755859375
2020-10-21,314.0,307.70001220703125,311.75,307.9700012207031,11139700,307.9700012207031
2020-10-22,311.8500061035156,304.2099914550781,311.4599914550781,306.2799987792969,8008400,306.2799987792969
2020-10-23,310.3299865722656,304.05999755859375,307.2699890136719,309.9200134277344,6231400,309.9200134277344
2020-10-26,315.4599914550781,303.20001220703125,309.9200134277344,306.8699951171875,9350100,306.8699951171875
2020-10-27,319.32000732421875,305.6099853515625,307.75,317.1400146484375,13175900,317.1400146484375
2020-10-28,313.5,306.0,313.5,307.94000244140625,13644500,307.94000244140625
2020-10-29,315.5799865722656,308.9100036621094,309.44000244140625,312.55999755859375,11174500,312.55999755859375
2020-10-30,310.8299865722656,300.19000244140625,308.54998779296875,304.69000244140625,14918500,304.69000244140625
2020-11-02,311.44000244140625,305.3900146484375,310.95001220703125,310.8399963378906,11857600,310.8399963378906
2020-11-03,294.2799987792969,280.7799987792969,286.20001220703125,285.57000732421875,58132500,285.57000732421875
2020-11-04,299.1700134277344,285.29998779296875,287.7900085449219,295.7099914550781,28791200,295.7099914550781
2020-11-05,291.25,279.6000061035156,289.0899963378906,287.75,50065200,287.75
2020-11-06,300.8900146484375,289.7860107421875,291.489990234375,299.95001220703125,25259600,299.95001220703125
2020-11-09,304.0,290.5,303.7699890136719,290.5299987792969,22559900,290.5299987792969
2020-11-10,280.0,264.3299865722656,279.9700012207031,266.5400085449219,61064000,266.5400085449219
2020-11-11,271.9200134277344,261.2049865722656,261.9200134277344,265.6499938964844,41699000,265.6499938964844
2020-11-12,271.20001220703125,263.0400085449219,271.0400085449219,264.30999755859375,27119100,264.30999755859375
2020-11-13,265.44000244140625,257.1700134277344,264.7200012207031,260.8399963378906,33942800,260.8399963378906
2020-11-16,262.57000732421875,257.0299987792969,260.4200134277344,258.30999755859375,20864200,258.30999755859375
2020-11-17,260.2799987792969,256.5400085449219,260.2799987792969,256.79998779296875,19739500,256.79998779296875
2020-11-18,258.30999755859375,252.5500030517578,257.760009765625,255.8300018310547,28307100,255.8300018310547
2020-11-19,261.3999938964844,253.55999755859375,255.0,259.8900146484375,20752800,259.8900146484375
2020-11-20,272.3699951171875,261.8999938964844,263.9700012207031,270.739990234375,34178400,270.739990234375
2020-11-23,275.7300109863281,266.4110107421875,274.75,270.1099853515625,25317100,270.1099853515625
2020-11-24,280.6099853515625,272.79998779296875,276.2349853515625,279.9599914550781,20660500,279.9599914550781
2020-11-25,279.3299865722656,274.04998779296875,275.70001220703125,277.7200012207031,15229300,277.7200012207031
2020-11-27,278.9200134277344,275.6659851074219,278.79998779296875,276.4800109863281,9583200,276.4800109863281
2020-11-30,268.9700012207031,262.5199890136719,268.9700012207031,263.3599853515625,30476100,263.3599853515625
2020-12-01,265.6700134277344,261.57000732421875,265.4700012207031,264.010009765625,14606300,264.010009765625
2020-12-02,263.1000061035156,260.1099853515625,262.0,261.32000732421875,13919700,261.32000732421875
2020-12-03,268.6000061035156,263.1400146484375,263.7799987792969,266.9100036621094,15520500,266.9100036621094
2020-12-04,271.29998779296875,266.2699890136719,271.0199890136719,267.25,15527600,267.25
2020-12-07,265.9700012207031,262.6000061035156,265.70001220703125,264.0,11388700,264.0
2020-12-08,268.3999938964844,263.8699951171875,265.20001220703125,266.0899963378906,9447700,266.0899963378906
2020-12-09,267.9100036621094,263.1000061035156,267.55999755859375,263.79998779296875,9060700,263.79998779296875
2020-12-10,266.0899963378906,261.20001220703125,261.989990234375,264.8699951171875,10290300,264.8699951171875
2020-12-11,265.32000732421875,262.5,264.2900085449219,264.5400085449219,7771300,264.5400085449219
2020-12-14,260.8550109863281,256.0299987792969,260.32000732421875,256.0299987792969,18369900,256.0299987792969
2020-12-15,255.67999267578125,252.3000030517578,255.33999633789062,255.11000061035156,16595600,255.11000061035156
2020-12-16,263.17999267578125,257.0400085449219,257.739990234375,261.8900146484375,15804800,261.8900146484375
2020-12-17,264.8500061035156,260.20001220703125,264.70001220703125,264.42999267578125,14306600,264.42999267578125
2020-12-18,264.8999938964844,259.20001220703125,263.8999938964844,260.0,15981800,260.0
2020-12-21,260.4599914550781,254.5,255.1699981689453,260.42999267578125,10901800,260.42999267578125
2020-12-22,258.3399963378906,255.41000366210938,257.8699951171875,255.8300018310547,11468400,255.8300018310547
2020-12-23,257.3500061035156,252.52999877929688,255.5,256.17999267578125,10729200,256.17999267578125
2020-12-24,229.89999389648438,211.22999572753906,228.23500061035156,222.0,141830000,222.0
2020-12-28,224.99000549316406,215.32000732421875,216.8800048828125,222.36000061035156,73512100,222.36000061035156
2020-12-29,239.19000244140625,229.60000610351562,231.75999450683594,236.25999450683594,69715900,236.25999450683594
2020-12-30,243.38999938964844,234.64500427246094,243.34800720214844,238.38999938964844,44812300,238.38999938964844
2020-12-31,238.9199981689453,231.02699279785156,237.4600067138672,232.72999572753906,23451800,232.72999572753906
2021-01-04,230.3800048828125,225.0399932861328,226.5,227.85000610351562,24897900,227.85000610351562
2021-01-05,240.75999450683594,228.1199951171875,229.0500030517578,240.39999389648438,35823800,240.39999389648438
2021-01-06,238.3000030517578,225.86000061035156,234.9499969482422,227.61000061035156,37146100,227.61000061035156
2021-01-07,229.9499969482422,220.08999633789062,229.30999755859375,226.89999389648438,49361800,226.89999389648438
2021-01-08,238.60000610351562,226.68299865722656,227.8800048828125,236.19000244140625,34884900,236.19000244140625
2021-01-11,230.8249969482422,225.86000061035156,229.89999389648438,227.3699951171875,23036900,227.3699951171875
2021-01-12,229.75,225.13999938964844,228.38499450683594,225.60000610351562,19042900,225.60000610351562
2021-01-13,240.49000549316406,226.2899932861328,229.94000244140625,235.3000030517578,38805100,235.3000030517578
2021-01-14,245.6999969482422,241.47000122070312,245.30999755859375,242.97999572753906,31381600,242.97999572753906
2021-01-15,246.99000549316406,242.14999389648438,246.25,243.4600067138672,21561600,243.4600067138672
2021-01-19,252.8800048828125,246.99000549316406,250.0,251.64999389648438,23681900,251.64999389648438
2021-01-20,269.0,262.70001220703125,267.5,265.489990234375,44640800,265.489990234375
2021-01-21,264.6000061035156,257.8999938964844,264.1300048828125,260.0,20709900,260.0
2021-01-22,260.3299865722656,255.5,256.79998779296875,258.6199951171875,13518200,258.6199951171875
2021-01-25,265.20001220703125,257.8500061035156,263.6199951171875,261.3800048828125,19478600,261.3800048828125
2021-01-26,266.0,261.1199951171875,263.79998779296875,265.9200134277344,14681200,265.9200134277344
2021-01-27,265.9200134277344,259.95001220703125,265.1300048828125,260.25,16050400,260.25
2021-01-28,261.57000732421875,257.3299865722656,259.1700134277344,260.760009765625,10244900,260.760009765625
2021-01-29,258.8999938964844,252.3000030517578,256.0299987792969,253.8300018310547,14693000,253.8300018310547
2021-02-01,265.0,255.19500732421875,258.79998779296875,264.69000244140625,15289300,264.69000244140625
2021-02-02,265.0,254.0399932861328,264.57000732421875,254.5,30534300,254.5
2021-02-03,268.2799987792969,261.25,264.70001220703125,263.42999267578125,29179700,263.42999267578125
2021-02-04,269.989990234375,265.5580139160156,269.5799865722656,266.9599914550781,16763000,266.9599914550781
2021-02-05,266.45001220703125,263.2099914550781,264.6099853515625,265.6700134277344,11004400,265.6700134277344
2021-02-08,265.0,261.82000732421875,264.9800109863281,262.5899963378906,10721100,262.5899963378906
2021-02-09,267.20001220703125,262.5400085449219,263.0,266.489990234375,12432800,266.489990234375
2021-02-10,270.3999938964844,264.6000061035156,268.70001220703125,267.7900085449219,13090800,267.7900085449219
2021-02-11,274.260009765625,267.20001220703125,268.75,268.92999267578125,15281300,268.92999267578125
2021-02-12,270.25,265.67999267578125,269.0899963378906,267.8500061035156,9331700,267.8500061035156
2021-02-16,274.2900085449219,270.3999938964844,271.0,270.70001220703125,16695300,270.70001220703125
2021-02-17,272.3160095214844,267.80999755859375,270.8900146484375,270.8299865722656,13041200,270.8299865722656
2021-02-18,266.17999267578125,262.3299865722656,265.2300109863281,264.510009765625,15360000,264.510009765625
2021-02-19,269.3900146484375,262.8500061035156,266.04998779296875,263.5899963378906,14687800,263.5899963378906
2021-02-22,259.4599914550781,254.0,257.989990234375,254.0,14373400,254.0
2021-02-23,254.89999389648438,241.6199951171875,247.30999755859375,252.75,15970700,252.75
2021-02-24,252.0,248.10000610351562,252.0,250.33999633789062,12803800,250.33999633789062
2021-02-25,250.33999633789062,240.07000732421875,250.0,240.17999267578125,17863100,240.17999267578125
2021-02-26,244.89999389648438,237.64999389648438,244.6300048828125,237.75999450683594,17460500,237.75999450683594
